"Title","Company","Location","Created","Category","URL","Latitude","Longitude"
"Embedded Design Engineer","Jupiter Business Services Pvt. Ltd","Pune, Maharashtra","2025-06-06T20:46:07Z","IT Jobs","https://www.adzuna.in/details/5236369858?utm_medium=api&utm_source=c8890522","18.5062","73.84735"
"Printed Circuit Board Designer","HCLTech","Bangalore, Karnataka","2025-06-18T08:46:14Z","Engineering Jobs","https://www.adzuna.in/details/5255667633?utm_medium=api&utm_source=c8890522","12.9767936","77.5900820"
"Validation/Characterization Engineer","Texas Instruments","Bangalore, Karnataka","2025-07-04T02:21:05Z","Engineering Jobs","https://www.adzuna.in/land/ad/5282462751?se=Cozi0oVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=B76586F5F4EB48DE16AA388E59E55727D5F996F7","12.9767936","77.5900820"
"Validation Engineer","Texas Instruments","Bangalore, Karnataka","2025-07-12T10:47:06Z","Engineering Jobs","https://www.adzuna.in/land/ad/5299206446?se=Cozi0oVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=137A9D807D0AC010627BC65717E16BEDD8167DDF","12.9767936","77.5900820"
"Principal Engineer, Analog Design","SanDisk","Bangalore, Karnataka","2025-07-18T11:45:34Z","Engineering Jobs","https://www.adzuna.in/land/ad/5309607795?se=Cozi0oVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=382C951A7E7902E40A5783979763A3658B82B15D","12.9767936","77.5900820"
"Lead Hardware Design Engineer","Emerson","Pune, Maharashtra","2025-06-19T23:45:31Z","Engineering Jobs","https://www.adzuna.in/land/ad/5258446161?se=Cozi0oVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=EAD93130D13012B39E4C74D6243D4CBB38E6BBDA","18.5062","73.84735"
"Staff Engineer - SSD Hardware","Micron","Bangalore, Karnataka","2025-05-01T01:46:22Z","Engineering Jobs","https://www.adzuna.in/details/5171381643?utm_medium=api&utm_source=c8890522","12.9767936","77.5900820"
"Robotics Embedded Systems Engineer","10x","India","2025-07-18T19:47:41Z","Engineering Jobs","https://www.adzuna.in/details/5309896797?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Validation Engineer","Texas Instruments","Bangalore, Karnataka","2025-07-13T10:39:28Z","Engineering Jobs","https://www.adzuna.in/land/ad/5300569413?se=Cozi0oVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=3F6DE54A2D4BE3E23F2486FD583E1DD8D5A0869F","12.9767936","77.5900820"
"Senior Hardware Design Engineer","Tonbo Imaging","Bangalore, Karnataka","2025-07-14T09:36:40Z","Engineering Jobs","https://www.adzuna.in/details/5301594345?utm_medium=api&utm_source=c8890522","12.9767936","77.5900820"
"Hardware Design Engineer","Nexstem","Bangalore, Karnataka","2025-07-12T01:16:07Z","Engineering Jobs","https://www.adzuna.in/details/5298050308?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Hardware Design Lead","MWS Research Centre","India","2025-06-30T18:58:04Z","Engineering Jobs","https://www.adzuna.in/details/5275737262?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Design Engineer II- Electrical","Weatherford","Navi Mumbai, Maharashtra","2025-07-01T20:27:51Z","Engineering Jobs","https://www.adzuna.in/details/5277825471?utm_medium=api&utm_source=c8890522","19.02","73.02"
"Senior ECAD Engineer","Magna International, Inc","Maharashtra, India","2025-07-17T06:17:10Z","Engineering Jobs","https://www.adzuna.in/details/5307542110?utm_medium=api&utm_source=c8890522","19.439563","75.949555"
"Analog SerDes Design Engineer","Applied Intelligence Semiconductors","Bangalore, Karnataka","2025-03-19T17:01:44Z","IT Jobs","https://www.adzuna.in/details/5100873197?utm_medium=api&utm_source=c8890522","12.9767936","77.5900820"
"Embedded Hardware & Firmware Engineer","Laennec AI Limited","Kochi, Ernakulam","2025-07-07T09:13:56Z","Engineering Jobs","https://www.adzuna.in/details/5289685305?utm_medium=api&utm_source=c8890522","9.98011","76.24637"
"Design / Testing Engineer – Electronics or Electrical","KAWEN MANPOWER","Bhashyam Circle, Bangalore","2025-07-16T00:57:12Z","Engineering Jobs","https://www.adzuna.in/details/5304047545?utm_medium=api&utm_source=c8890522","13.0178","77.55175"
"Electronics Design engineer","ShanMukha Innovations","Bangalore, Karnataka","2025-05-14T01:50:40Z","Engineering Jobs","https://www.adzuna.in/details/5197155826?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Senior Hardware Designer","Netsach Global","Bangalore, Karnataka","2025-07-01T20:31:43Z","Engineering Jobs","https://www.adzuna.in/details/5277830720?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
